2016309	8 3 0	11	
2016308	7 4 3	14	
2016307	9 9 7	25	
2016306	0 7 3	10	
2016305	7 4 4	15	
2016304	8 5 6	19	
2016303	8 0 1	9	
2016302	6 5 6	17	
2016301	5 7 2	14	
2016300	8 0 5	13	
2016299	0 4 5	9	
2016298	6 5 1	12	
2016297	1 6 0	7	
2016296	7 8 4	19	
2016295	7 8 9	24	
2016294	3 3 4	10	
2016293	3 2 6	11	
2016292	5 0 7	12	
2016291	1 3 7	11	
2016290	4 3 0	7	
2016289	3 5 9	17	
2016288	0 1 0	1	
2016287	6 2 1	9	
2016286	9 0 7	16	
2016285	8 4 8	20	
2016284	1 4 3	8	
2016283	7 4 0	11	
2016282	6 2 6	14	
2016281	9 9 8	26	
2016280	3 7 8	18	
2016279	6 2 4	12	
2016278	4 3 5	12	
2016277	0 8 5	13	
2016276	2 7 7	16	
2016275	8 7 4	19	
2016274	8 8 3	19	
2016273	5 6 5	16	
2016272	3 7 3	13	
2016271	4 4 3	11	
2016270	4 1 1	6	
2016269	8 6 0	14	
2016268	1 0 5	6	
2016267	9 8 9	26	
2016266	9 1 4	14	
2016265	5 2 5	12	
2016264	8 9 8	25	
2016263	4 8 9	21	
2016262	6 5 9	20	
2016261	0 4 9	13	
2016260	0 6 1	7	
2016259	3 2 8	13	
2016258	2 6 6	14	
2016257	9 7 6	22	
2016256	6 2 8	16	
2016255	4 5 1	10	
2016254	5 6 4	15	
2016253	2 6 5	13	
2016252	0 5 2	7	
2016251	8 6 0	14	
2016250	4 1 6	11	
2016249	1 0 9	10	
2016248	1 3 9	13	
2016247	4 4 1	9	
2016246	3 1 9	13	
2016245	7 6 0	13	
2016244	6 9 9	24	
2016243	4 4 6	14	
2016242	3 9 5	17	
2016241	4 9 9	22	
2016240	0 8 7	15	
2016239	5 6 0	11	
2016238	0 3 7	10	
2016237	5 3 1	9	
2016236	8 9 1	18	
2016235	5 5 4	14	
2016234	2 0 4	6	
2016233	6 9 4	19	
2016232	1 3 2	6	
2016231	4 5 8	17	
2016230	4 9 7	20	
2016229	3 7 8	18	
2016228	1 8 8	17	
2016227	6 9 8	23	
2016226	2 8 9	19	
2016225	2 1 2	5	
2016224	2 7 8	17	
2016223	2 9 7	18	
2016222	4 0 4	8	
2016221	8 0 8	16	
2016220	3 6 7	16	
2016219	4 1 0	5	
2016218	2 3 3	8	
2016217	0 3 8	11	
2016216	3 3 4	10	
2016215	1 4 4	9	
2016214	9 4 2	15	
2016213	1 7 3	11	
2016212	0 3 8	11	
2016211	6 3 4	13	
2016210	2 7 9	18	
2016209	0 2 3	5	
2016208	9 5 0	14	
2016207	5 9 6	20	
2016206	1 7 3	11	
2016205	4 9 9	22	
2016204	3 2 9	14	
2016203	9 7 5	21	
2016202	7 8 4	19	
2016201	3 2 0	5	
2016200	9 3 2	14	
2016199	3 4 7	14	
2016198	3 0 3	6	
2016197	9 1 5	15	
2016196	9 0 7	16	
2016195	6 1 0	7	
2016194	4 0 7	11	
2016193	6 9 5	20	
2016192	6 6 1	13	
2016191	3 0 8	11	
2016190	8 2 3	13	
2016189	7 9 0	16	
2016188	0 9 9	18	
2016187	1 3 9	13	
2016186	6 1 8	15	
2016185	3 8 0	11	
2016184	7 0 3	10	
2016183	6 9 5	20	
2016182	4 8 9	21	
2016181	8 6 9	23	
2016180	6 5 9	20	
2016179	3 8 7	18	
2016178	2 4 4	10	
2016177	1 9 5	15	
2016176	7 1 2	10	
2016175	6 4 1	11	
2016174	0 0 7	7	
2016173	6 9 5	20	
2016172	3 2 3	8	
2016171	5 9 8	22	
2016170	9 0 9	18	
2016169	7 0 6	13	
2016168	1 1 9	11	
2016167	2 4 9	15	
2016166	3 9 6	18	
2016165	0 4 1	5	
2016164	2 7 3	12	
2016163	0 3 3	6	
2016162	6 3 4	13	
2016161	0 4 1	5	
2016160	0 1 7	8	
2016159	6 9 1	16	
2016158	9 2 0	11	
2016157	1 5 1	7	
2016156	2 7 8	17	
2016155	7 8 4	19	
2016154	8 3 9	20	
2016153	1 7 4	12	
2016152	4 9 8	21	
2016151	3 3 6	12	
2016150	9 1 2	12	
2016149	7 5 3	15	
2016148	8 1 3	12	
2016147	9 8 9	26	
2016146	7 6 1	14	
2016145	9 4 1	14	
2016144	6 2 5	13	
2016143	5 0 3	8	
2016142	4 3 5	12	
2016141	6 8 8	22	
2016140	7 8 7	22	
2016139	2 5 0	7	
2016138	5 6 0	11	
2016137	3 9 3	15	
2016136	6 1 9	16	
2016135	7 3 2	12	
2016134	1 0 7	8	
2016133	6 9 1	16	
2016132	4 5 3	12	
2016131	7 5 3	15	
2016130	8 6 2	16	
2016129	6 4 1	11	
2016128	1 2 3	6	
2016127	9 5 7	21	
2016126	1 3 4	8	
2016125	5 9 4	18	
2016124	9 1 4	14	
2016123	7 0 8	15	
2016122	7 6 2	15	
2016121	8 4 3	15	
2016120	9 3 6	18	
2016119	3 0 8	11	
2016118	7 0 3	10	
2016117	3 2 6	11	
2016116	4 2 5	11	
2016115	6 3 1	10	
2016114	9 8 1	18	
2016113	6 7 9	22	
2016112	3 4 0	7	
2016111	3 3 6	12	
2016110	6 5 0	11	
2016109	1 0 0	1	
2016108	4 8 0	12	
2016107	2 3 8	13	
2016106	0 4 3	7	
2016105	6 9 9	24	
2016104	9 0 0	9	
2016103	1 2 6	9	
2016102	2 8 2	12	
2016101	0 6 1	7	
2016100	5 5 1	11	
2016099	2 1 7	10	
2016098	4 1 4	9	
2016097	5 3 2	10	
2016096	3 4 8	15	
2016095	7 0 4	11	
2016094	8 2 4	14	
2016093	6 2 2	10	
2016092	8 7 5	20	
2016091	4 0 5	9	
2016090	9 5 4	18	
2016089	1 1 1	3	
2016088	4 7 3	14	
2016087	0 9 9	18	
2016086	2 4 9	15	
2016085	9 6 7	22	
2016084	2 8 2	12	
2016083	2 8 9	19	
2016082	6 4 0	10	
2016081	6 3 5	14	
2016080	2 6 1	9	
2016079	0 7 5	12	
2016078	9 0 8	17	
2016077	7 1 7	15	
2016076	6 4 4	14	
2016075	8 4 5	17	
2016074	7 7 7	21	
2016073	8 1 5	14	
2016072	0 2 0	2	
2016071	6 5 0	11	
2016070	8 9 6	23	
2016069	6 4 3	13	
2016068	0 7 5	12	
2016067	0 0 1	1	
2016066	1 8 1	10	
2016065	4 5 0	9	
2016064	0 6 2	8	
2016063	3 5 6	14	
2016062	8 0 3	11	
2016061	7 5 4	16	
2016060	0 3 9	12	
2016059	7 4 1	12	
2016058	1 2 6	9	
2016057	5 4 3	12	
2016056	9 4 1	14	
2016055	5 5 3	13	
2016054	3 2 8	13	
2016053	9 4 9	22	
2016052	6 4 1	11	
2016051	5 2 8	15	
2016050	7 3 1	11	
2016049	7 3 9	19	
2016048	8 5 1	14	
2016047	6 0 6	12	
2016046	3 8 3	14	
2016045	6 9 2	17	
2016044	0 1 0	1	
2016043	5 5 7	17	
2016042	7 0 1	8	
2016041	5 1 9	15	
2016040	1 4 3	8	
2016039	2 4 8	14	
2016038	9 6 0	15	
2016037	4 6 8	18	
2016036	9 6 8	23	
2016035	9 8 1	18	
2016034	6 0 6	12	
2016033	3 8 7	18	
2016032	7 7 8	22	
2016031	5 9 2	16	
2016030	2 9 3	14	
2016029	0 2 6	8	
2016028	4 1 6	11	
2016027	2 8 0	10	
2016026	3 2 4	9	
2016025	1 1 0	2	
2016024	6 2 4	12	
2016023	7 2 9	18	
2016022	9 1 6	16	
2016021	6 9 9	24	
2016020	5 2 1	8	
2016019	2 7 8	17	
2016018	5 6 3	14	
2016017	5 3 1	9	
2016016	4 4 7	15	
2016015	3 4 9	16	
2016014	9 3 8	20	
2016013	3 2 4	9	
2016012	1 8 0	9	
2016011	8 1 5	14	
2016010	8 0 2	10	
2016009	3 5 3	11	
2016008	5 8 3	16	
2016007	9 5 2	16	
2016006	7 0 9	16	
2016005	5 8 1	14	
2016004	6 7 1	14	
2016003	1 5 9	15	
2016002	2 7 3	12	
2016001	8 7 9	24	
2015358	2 6 1	9	
2015357	2 5 8	15	
2015356	4 7 5	16	
2015355	3 4 4	11	
2015354	3 5 6	14	
2015353	3 9 1	13	
2015352	4 3 8	15	
2015351	9 9 3	21	
2015350	4 6 1	11	
2015349	6 8 0	14	
2015348	9 9 7	25	
2015347	2 3 2	7	
2015346	2 2 9	13	
2015345	6 1 2	9	
2015344	1 3 4	8	
2015343	6 5 5	16	
2015342	6 4 2	12	
2015341	0 7 0	7	
2015340	0 7 9	16	
2015339	0 1 4	5	
2015338	2 5 4	11	
2015337	6 2 4	12	
2015336	3 6 9	18	
2015335	9 9 6	24	
2015334	2 6 1	9	
2015333	9 8 0	17	
2015332	4 3 4	11	
2015331	0 7 0	7	
2015330	3 6 9	18	
2015329	4 5 1	10	
2015328	3 7 3	13	
2015327	8 1 9	18	
2015326	8 1 8	17	
2015325	6 0 7	13	
2015324	6 9 8	23	
2015323	7 6 4	17	
2015322	9 3 9	21	
2015321	2 8 6	16	
2015320	7 8 5	20	
2015319	8 6 0	14	
2015318	1 1 1	3	
2015317	6 2 8	16	
2015316	8 6 9	23	
2015315	4 0 3	7	
2015314	0 1 0	1	
2015313	0 0 8	8	
2015312	3 1 8	12	
2015311	6 5 6	17	
2015310	5 1 6	12	
2015309	8 9 9	26	
2015308	8 4 9	21	
2015307	4 7 3	14	
2015306	3 9 2	14	
2015305	6 0 2	8	
2015304	7 5 1	13	
2015303	4 7 5	16	
2015302	1 2 0	3	
2015301	2 7 1	10	
2015300	2 5 6	13	
2015299	6 5 7	18	
2015298	2 3 6	11	
2015297	8 8 8	24	
2015296	3 6 1	10	
2015295	2 3 2	7	
2015294	6 2 8	16	
2015293	9 2 0	11	
2015292	1 0 0	1	
2015291	8 9 6	23	
2015290	7 9 5	21	
2015289	6 9 6	21	
2015288	9 9 9	27	
2015287	9 7 7	23	
2015286	0 2 0	2	
2015285	5 0 8	13	
2015284	5 7 7	19	
2015283	9 1 5	15	
2015282	8 6 4	18	
2015281	1 4 4	9	
2015280	9 8 1	18	
2015279	6 1 2	9	
2015278	8 4 5	17	
2015277	7 0 6	13	
2015276	0 1 1	2	
2015275	4 4 6	14	
2015274	7 5 5	17	
2015273	7 9 0	16	
2015272	8 2 8	18	
2015271	1 9 1	11	
2015270	7 0 5	12	
2015269	7 7 7	21	
2015268	3 3 4	10	
2015267	7 8 7	22	
2015266	7 5 2	14	
2015265	0 1 9	10	
2015264	9 1 4	14	
2015263	0 8 2	10	
2015262	9 6 3	18	
2015261	3 2 0	5	
2015260	1 1 8	10	
2015259	0 6 4	10	
2015258	5 5 5	15	
2015257	8 8 9	25	
2015256	7 2 2	11	
2015255	8 3 5	16	
2015254	1 7 8	16	
2015253	5 1 4	10	
2015252	9 6 7	22	
2015251	6 6 8	20	
2015250	8 7 3	18	
2015249	3 1 9	13	
2015248	9 9 5	23	
2015247	4 9 8	21	
2015246	3 1 3	7	
2015245	8 3 1	12	
2015244	8 8 7	23	
2015243	8 9 9	26	
2015242	7 6 4	17	
2015241	9 5 7	21	
2015240	4 6 2	12	
2015239	8 9 9	26	
2015238	2 6 7	15	
2015237	1 0 7	8	
2015236	2 6 4	12	
2015235	1 0 7	8	
2015234	4 5 4	13	
2015233	4 3 2	9	
2015232	8 1 1	10	
2015231	6 8 3	17	
2015230	9 5 2	16	
2015229	6 7 1	14	
2015228	2 9 0	11	
2015227	1 8 7	16	
2015226	1 4 5	10	
2015225	2 3 4	9	
2015224	8 1 0	9	
2015223	8 0 1	9	
2015222	5 5 0	10	
2015221	0 6 5	11	
2015220	8 8 4	20	
2015219	5 6 6	17	
2015218	1 9 9	19	
2015217	3 6 5	14	
2015216	0 5 3	8	
2015215	2 1 6	9	
2015214	2 4 1	7	
2015213	2 0 5	7	
2015212	8 9 6	23	
2015211	7 0 1	8	
2015210	5 0 8	13	
2015209	5 4 7	16	
2015208	2 5 3	10	
2015207	6 3 5	14	
2015206	0 9 0	9	
2015205	3 1 3	7	
2015204	6 4 4	14	
2015203	9 8 8	25	
2015202	9 2 5	16	
2015201	9 0 5	14	
2015200	5 5 3	13	
2015199	1 3 1	5	
2015198	5 7 7	19	
2015197	5 8 0	13	
2015196	8 1 3	12	
2015195	7 8 1	16	
2015194	6 5 1	12	
2015193	4 1 6	11	
2015192	7 7 4	18	
2015191	7 1 3	11	
2015190	4 0 8	12	
2015189	2 2 4	8	
2015188	6 6 3	15	
2015187	8 7 8	23	
2015186	5 1 9	15	
2015185	8 7 0	15	
2015184	1 1 9	11	
2015183	7 3 1	11	
2015182	4 1 7	12	
2015181	2 8 1	11	
2015180	7 0 2	9	
2015179	3 8 1	12	
2015178	1 4 1	6	
2015177	6 0 5	11	
2015176	7 7 3	17	
2015175	7 4 3	14	
2015174	5 0 3	8	
2015173	4 9 8	21	
2015172	8 6 4	18	
2015171	6 7 2	15	
2015170	3 1 3	7	
2015169	5 1 1	7	
2015168	3 0 6	9	
2015167	6 0 1	7	
2015166	1 8 9	18	
2015165	5 6 7	18	
2015164	1 3 3	7	
2015163	0 3 0	3	
2015162	0 3 9	12	
2015161	8 2 3	13	
2015160	2 9 7	18	
2015159	8 4 7	19	
2015158	0 3 7	10	
2015157	2 2 2	6	
2015156	8 2 7	17	
2015155	1 8 8	17	
2015154	4 1 1	6	
2015153	4 5 1	10	
2015152	6 6 0	12	
2015151	4 3 0	7	
2015150	2 7 5	14	
2015149	0 2 2	4	
2015148	7 5 0	12	
2015147	3 3 1	7	
2015146	4 6 1	11	
2015145	1 9 7	17	
2015144	9 8 0	17	
2015143	8 8 0	16	
2015142	3 6 0	9	
2015141	8 1 2	11	
2015140	7 5 5	17	
2015139	3 3 9	15	
2015138	1 8 2	11	
2015137	2 3 9	14	
2015136	3 7 8	18	
2015135	2 3 1	6	
2015134	6 6 1	13	
2015133	0 0 1	1	
2015132	6 8 5	19	
2015131	4 7 1	12	
2015130	2 1 8	11	
2015129	0 5 5	10	
2015128	3 1 3	7	
2015127	0 9 7	16	
2015126	9 7 1	17	
2015125	2 5 9	16	
2015124	5 9 9	23	
2015123	2 4 0	6	
2015122	2 7 4	13	
2015121	2 2 7	11	
2015120	7 8 4	19	
2015119	0 7 9	16	
2015118	6 0 7	13	
2015117	7 1 6	14	
2015116	7 7 1	15	
2015115	5 9 8	22	
2015114	8 4 4	16	
2015113	4 0 5	9	
2015112	4 5 1	10	
2015111	8 7 1	16	
2015110	9 8 8	25	
2015109	4 7 4	15	
2015108	7 5 8	20	
2015107	4 1 5	10	
2015106	2 4 1	7	
2015105	1 3 9	13	
2015104	6 7 4	17	
2015103	7 7 6	20	
2015102	9 3 6	18	
2015101	4 3 8	15	
2015100	8 8 7	23	
2015099	3 2 6	11	
2015098	3 0 9	12	
2015097	2 6 8	16	
2015096	7 9 6	22	
2015095	7 4 6	17	
2015094	5 6 5	16	
2015093	3 6 7	16	
2015092	6 3 4	13	
2015091	3 4 9	16	
2015090	8 9 9	26	
2015089	8 3 6	17	
2015088	9 5 5	19	
2015087	3 1 4	8	
2015086	4 7 2	13	
2015085	9 4 7	20	
2015084	7 1 8	16	
2015083	1 7 8	16	
2015082	0 6 9	15	
2015081	2 2 4	8	
2015080	8 1 0	9	
2015079	6 2 2	10	
2015078	4 9 1	14	
2015077	3 0 1	4	
2015076	2 8 8	18	
2015075	4 9 0	13	
2015074	8 4 0	12	
2015073	6 8 0	14	
2015072	5 6 1	12	
2015071	8 0 7	15	
2015070	1 9 6	16	
2015069	1 5 8	14	
2015068	7 5 7	19	
2015067	4 4 2	10	
2015066	6 8 8	22	
2015065	7 9 9	25	
2015064	3 6 8	17	
2015063	5 4 7	16	
2015062	8 2 7	17	
2015061	2 8 5	15	
2015060	6 4 0	10	
2015059	8 8 9	25	
2015058	5 6 9	20	
2015057	8 5 6	19	
2015056	7 8 3	18	
2015055	4 6 4	14	
2015054	3 9 5	17	
2015053	6 2 2	10	
2015052	1 9 7	17	
2015051	1 6 3	10	
2015050	6 8 3	17	
2015049	0 4 3	7	
2015048	4 7 2	13	
2015047	7 9 9	25	
2015046	6 3 6	15	
2015045	6 5 6	17	
2015044	8 6 1	15	
2015043	2 2 4	8	
2015042	5 2 1	8	
2015041	7 9 4	20	
2015040	0 7 6	13	
2015039	0 9 4	13	
2015038	0 4 3	7	
2015037	8 3 3	14	
2015036	2 7 5	14	
2015035	7 4 4	15	
2015034	1 7 8	16	
2015033	1 5 0	6	
2015032	7 1 1	9	
2015031	1 1 7	9	
2015030	2 7 8	17	
2015029	3 6 7	16	
2015028	2 8 3	13	
2015027	4 5 2	11	
2015026	0 6 8	14	
2015025	2 1 8	11	
2015024	8 7 5	20	
2015023	3 2 5	10	
2015022	9 8 2	19	
2015021	7 0 0	7	
2015020	7 3 1	11	
2015019	9 0 9	18	
2015018	9 0 2	11	
2015017	0 2 7	9	
2015016	6 5 6	17	
2015015	2 0 7	9	
2015014	4 0 2	6	
2015013	7 6 4	17	
2015012	0 4 7	11	
2015011	6 6 0	12	
2015010	5 9 9	23	
2015009	7 3 0	10	
2015008	9 1 9	19	
2015007	0 5 5	10	
2015006	0 5 3	8	
2015005	0 3 1	4	
2015004	9 3 7	19	
2015003	0 2 9	11	
2015002	0 4 7	11	
2015001	2 4 5	11	
2014357	6 1 0	7	
2014356	3 7 1	11	
2014355	7 7 3	17	
2014354	7 1 3	11	
2014353	5 1 5	11	
2014352	7 2 7	16	
2014351	5 0 5	10	
2014350	2 2 3	7	
2014349	7 7 1	15	
2014348	5 2 2	9	
2014347	9 9 8	26	
2014346	3 5 1	9	
2014345	6 9 5	20	
2014344	2 0 9	11	
2014343	6 1 4	11	
2014342	7 9 7	23	
2014341	7 7 3	17	
2014340	3 7 0	10	
2014339	6 4 9	19	
2014338	9 1 7	17	
2014337	6 6 8	20	
2014336	5 1 3	9	
2014335	4 0 7	11	
2014334	1 4 2	7	
2014333	4 3 7	14	
2014332	3 3 0	6	
2014331	2 8 7	17	
2014330	6 1 4	11	
2014329	7 8 5	20	
2014328	3 6 2	11	
2014327	0 8 8	16	
2014326	9 7 8	24	
2014325	2 8 8	18	
2014324	9 3 5	17	
2014323	9 4 5	18	
2014322	6 6 7	19	
2014321	9 7 4	20	
2014320	1 8 2	11	
2014319	7 7 4	18	
2014318	3 8 2	13	
2014317	0 4 1	5	
2014316	6 7 8	21	
2014315	3 1 2	6	
2014314	7 1 3	11	
2014313	1 9 2	12	
2014312	3 0 8	11	
2014311	2 9 6	17	
2014310	9 6 3	18	
2014309	4 6 1	11	
2014308	4 2 9	15	
2014307	6 4 2	12	
2014306	3 9 1	13	
2014305	4 7 4	15	
2014304	0 4 1	5	
2014303	9 4 9	22	
2014302	6 0 5	11	
2014301	2 1 3	6	
2014300	6 0 5	11	
2014299	5 5 7	17	
2014298	0 1 1	2	
2014297	1 6 1	8	
2014296	9 2 4	15	
2014295	8 2 9	19	
2014294	8 1 7	16	
2014293	0 8 1	9	
2014292	8 0 2	10	
2014291	0 7 3	10	
2014290	0 7 6	13	
2014289	4 7 5	16	
2014288	1 0 0	1	
2014287	7 3 8	18	
2014286	6 6 7	19	
2014285	1 3 9	13	
2014284	6 7 0	13	
2014283	1 5 0	6	
2014282	6 8 4	18	
2014281	3 3 9	15	
2014280	5 2 4	11	
2014279	0 6 6	12	
2014278	2 0 9	11	
2014277	6 6 9	21	
2014276	4 6 0	10	
2014275	8 9 7	24	
2014274	3 6 1	10	
2014273	3 7 0	10	
2014272	4 7 8	19	
2014271	3 9 2	14	
2014270	2 7 5	14	
2014269	9 4 2	15	
2014268	6 2 1	9	
2014267	1 6 2	9	
2014266	5 8 2	15	
2014265	5 0 2	7	
2014264	3 9 5	17	
2014263	3 0 4	7	
2014262	9 4 1	14	
2014261	9 8 8	25	
2014260	5 7 8	20	
2014259	5 5 1	11	
2014258	7 1 8	16	
2014257	1 9 4	14	
2014256	7 6 7	20	
2014255	3 9 5	17	
2014254	0 3 1	4	
2014253	2 9 8	19	
2014252	9 0 2	11	
2014251	4 2 4	10	
2014250	1 8 0	9	
2014249	2 8 1	11	
2014248	7 0 8	15	
2014247	7 1 4	12	
2014246	6 2 7	15	
2014245	6 0 8	14	
2014244	1 2 2	5	
2014243	8 7 6	21	
2014242	1 2 4	7	
2014241	1 4 3	8	
2014240	4 1 1	6	
2014239	5 5 2	12	
2014238	4 2 5	11	
2014237	2 6 0	8	
2014236	4 3 0	7	
2014235	3 3 0	6	
2014234	5 8 0	13	
2014233	2 8 3	13	
2014232	1 1 9	11	
2014231	8 0 3	11	
2014230	6 8 8	22	
2014229	6 8 1	15	
2014228	8 5 5	18	
2014227	7 0 3	10	
2014226	6 7 5	18	
2014225	9 0 2	11	
2014224	6 8 9	23	
2014223	4 4 4	12	
2014222	6 7 2	15	
2014221	3 8 4	15	
2014220	6 2 8	16	
2014219	8 5 9	22	
2014218	2 3 8	13	
2014217	3 5 4	12	
2014216	9 3 8	20	
2014215	1 7 5	13	
2014214	7 7 0	14	
2014213	4 4 7	15	
2014212	5 5 3	13	
2014211	6 9 7	22	
2014210	5 8 5	18	
2014209	1 9 4	14	
2014208	2 4 1	7	
2014207	2 5 8	15	
2014206	6 5 7	18	
2014205	2 7 2	11	
2014204	2 8 4	14	
2014203	6 4 8	18	
2014202	6 2 7	15	
2014201	3 6 3	12	
2014200	5 8 3	16	
2014199	6 4 8	18	
2014198	9 8 0	17	
2014197	8 3 2	13	
2014196	8 8 3	19	
2014195	8 9 5	22	
2014194	6 2 6	14	
2014193	5 3 1	9	
2014192	2 0 8	10	
2014191	4 1 1	6	
2014190	5 9 7	21	
2014189	8 5 8	21	
2014188	9 6 5	20	
2014187	8 7 6	21	
2014186	2 8 4	14	
2014185	6 3 6	15	
2014184	3 9 7	19	
2014183	9 8 7	24	
2014182	8 0 4	12	
2014181	8 0 6	14	
2014180	1 9 9	19	
2014179	1 3 0	4	
2014178	0 7 7	14	
2014177	2 6 0	8	
2014176	6 8 5	19	
2014175	3 4 7	14	
2014174	6 5 9	20	
2014173	3 5 9	17	
2014172	8 4 3	15	
2014171	6 3 1	10	
2014170	6 3 0	9	
2014169	2 7 9	18	
2014168	4 8 1	13	
2014167	9 8 6	23	
2014166	3 1 6	10	
2014165	4 6 6	16	
2014164	3 4 1	8	
2014163	6 6 8	20	
2014162	5 8 7	20	
2014161	9 4 6	19	
2014160	0 4 5	9	
2014159	3 1 2	6	
2014158	4 1 1	6	
2014157	5 7 5	17	
2014156	4 1 9	14	
2014155	6 7 7	20	
2014154	1 1 5	7	
2014153	3 9 2	14	
2014152	8 2 1	11	
2014151	3 9 1	13	
2014150	1 0 7	8	
2014149	2 6 2	10	
2014148	1 8 0	9	
2014147	5 7 8	20	
2014146	3 6 7	16	
2014145	6 1 2	9	
2014144	0 7 7	14	
2014143	2 4 4	10	
2014142	5 9 4	18	
2014141	9 2 1	12	
2014140	9 0 1	10	
2014139	7 6 4	17	
2014138	5 8 7	20	
2014137	1 6 9	16	
2014136	8 4 0	12	
2014135	4 0 9	13	
2014134	0 8 5	13	
2014133	6 5 0	11	
2014132	1 3 9	13	
